cod_transacao;num_conta;data_transacao;nome_transacao;valor_transacao
23505;573;2022-12-04 02:42:40 UTC;Compra Crédito;-6168
64584;231;2014-05-12 22:33:28 UTC;Compra Crédito;-6168
69547;426;2022-12-30 00:00:00.255778 UTC;Pix - Realizado;-6168
28183;833;2018-02-15 22:08:11 UTC;Compra Débito;-6167
43792;738;2022-12-29 23:59:26 UTC;Compra Débito;-6167
19839;393;2022-12-29 23:14:53 UTC;Compra Crédito;-6167
52628;548;2022-12-29 23:59:59.496492 UTC;Pix - Realizado;-6167
21208;513;2022-12-12 04:42:39 UTC;Compra Débito;-6166
9249;302;2017-08-16 20:33:40 UTC;Compra Débito;-6166
42638;159;2022-12-30 00:00:00.159734 UTC;Compra Crédito;-6165
28880;339;2020-12-13 12:29:16 UTC;Pix - Realizado;-6165
12675;761;2016-10-01 10:14:48 UTC;Compra Crédito;-6164
34308;572;2022-12-29 00:06:37 UTC;Pix - Realizado;-6164
34411;515;2017-02-15 21:29:06 UTC;Compra Débito;-6163
55032;17;2022-12-29 23:59:59.295004 UTC;Compra Débito;-6163
45250;322;2018-11-14 02:27:14 UTC;Compra Débito;-6163
42075;74;2022-03-16 02:16:53 UTC;Compra Crédito;-6163
44245;404;2022-12-29 23:59:36 UTC;Compra Crédito;-6163
43652;443;2022-12-27 00:45:02 UTC;Compra Crédito;-6163
66003;188;2022-12-30 00:00:00.083841 UTC;Compra Crédito;-6163
39114;961;2022-12-29 23:58:21 UTC;Compra Crédito;-6162
69988;400;2022-12-29 23:59:59.978873 UTC;Compra Débito;-6161
33181;212;2022-03-02 10:20:15 UTC;Compra Débito;-6161
49262;576;2019-06-08 12:59:48 UTC;Compra Crédito;-6161
33193;981;2022-12-29 23:58:59 UTC;Compra Crédito;-6161
47139;853;2022-12-30 00:00:00.884665 UTC;Pix - Realizado;-6161
59922;873;2022-12-29 23:46:14 UTC;Compra Crédito;-6159
27895;210;2021-04-07 19:07:49 UTC;Compra Débito;-6158
31942;534;2016-05-23 19:04:53 UTC;Compra Crédito;-6158
71213;341;2022-12-29 08:28:05 UTC;Pix - Realizado;-6158
13302;20;2022-05-14 06:17:36 UTC;Compra Crédito;-6157
17712;174;2017-11-24 02:27:42 UTC;Compra Crédito;-6157
58913;731;2021-12-15 08:33:31 UTC;Compra Crédito;-6157
28815;904;2021-09-06 16:46:37 UTC;Compra Crédito;-6156
48757;724;2020-11-07 07:53:36 UTC;Compra Crédito;-6156
42443;391;2021-04-08 01:48:55 UTC;Compra Débito;-6155
3703;223;2022-12-29 11:06:42 UTC;Compra Débito;-6155
35682;354;2022-08-30 21:37:20 UTC;Compra Crédito;-6155
52476;189;2022-09-03 18:49:14 UTC;Pix - Realizado;-6155
29339;383;2017-08-06 05:44:19 UTC;Compra Crédito;-6154
69570;950;2022-07-01 23:00:09 UTC;Compra Crédito;-6154
23581;605;2022-12-30 00:00:00.425267 UTC;Pix - Realizado;-6154
19344;241;2021-04-16 18:44:07 UTC;Pix - Realizado;-6154
56238;627;2022-12-29 23:57:42 UTC;Compra Débito;-6153
20441;707;2018-03-22 08:41:29 UTC;Compra Débito;-6153
6397;454;2022-11-09 00:31:31 UTC;Compra Débito;-6153
41147;17;2022-12-29 23:59:59.198729 UTC;Compra Crédito;-6153
32912;859;2022-12-30 00:00:00.525109 UTC;Compra Crédito;-6152
15733;458;2021-06-28 09:18:01 UTC;Compra Crédito;-6152
68298;68;2022-12-29 23:59:55 UTC;Compra Crédito;-6151
43844;861;2021-11-27 15:38:29 UTC;Compra Crédito;-6151
50166;932;2022-12-11 10:14:06 UTC;Compra Crédito;-6151
34086;773;2020-01-31 15:55:12 UTC;Compra Crédito;-6149
6124;956;2021-12-23 15:12:09 UTC;Compra Crédito;-6149
9803;681;2019-04-24 04:57:17 UTC;Compra Crédito;-6148
32597;712;2022-03-30 09:32:59 UTC;Pix - Realizado;-6148
34159;857;2020-12-06 08:15:01 UTC;Compra Crédito;-6147
61838;406;2022-12-29 13:31:30 UTC;Compra Crédito;-6147
52994;692;2022-12-29 17:13:22 UTC;Pix - Realizado;-6147
31398;77;2021-11-20 15:34:07 UTC;Compra Débito;-6146
16370;473;2017-04-15 02:09:17 UTC;Compra Crédito;-6146
30821;240;2022-12-29 23:45:19 UTC;Compra Crédito;-6146
3299;356;2014-01-23 08:20:39 UTC;Compra Débito;-6145
29522;917;2021-12-19 15:06:50 UTC;Compra Débito;-6145
39448;80;2018-12-15 11:27:27 UTC;Compra Crédito;-6145
41259;775;2019-10-31 19:38:43 UTC;Compra Débito;-6144
68948;592;2022-12-06 18:19:31 UTC;Compra Débito;-6144
70875;636;2020-04-16 15:17:00 UTC;Compra Crédito;-6144
9059;403;2020-04-01 14:36:54 UTC;Compra Crédito;-6144
30379;853;2022-12-28 11:08:23 UTC;Compra Débito;-6143
33138;76;2022-08-15 09:48:11 UTC;Compra Crédito;-6143
30933;883;2015-11-16 13:45:48 UTC;Compra Crédito;-6143
25775;229;2014-07-18 07:13:20 UTC;Compra Crédito;-6142
9791;247;2020-03-25 04:24:12 UTC;Compra Crédito;-6142
38217;721;2022-12-29 23:59:59.82757 UTC;Pix - Realizado;-6142
11963;617;2016-06-21 02:39:06 UTC;Compra Crédito;-6141
20660;208;2014-04-12 00:13:00 UTC;Compra Crédito;-6141
63867;86;2022-12-29 23:59:59 UTC;Compra Débito;-6139
36767;420;2016-01-17 07:06:36 UTC;Compra Crédito;-6139
67298;197;2022-12-29 23:59:59.186757 UTC;Pix - Realizado;-6139
46866;309;2020-01-11 02:59:49 UTC;Compra Débito;-6138
40008;973;2022-12-29 23:52:02 UTC;Compra Débito;-6138
34511;363;2022-12-22 11:08:37 UTC;Compra Crédito;-6138
19198;380;2019-12-12 15:49:58 UTC;Compra Crédito;-6138
60411;386;2020-10-12 16:28:23 UTC;Compra Crédito;-6138
14782;179;2019-08-31 03:47:36 UTC;Compra Débito;-6137
14533;954;2013-01-17 06:59:47 UTC;Compra Crédito;-6137
45344;834;2017-01-13 06:10:30 UTC;Compra Débito;-6136
47885;5;2017-08-20 23:34:39 UTC;Compra Crédito;-6135
58368;740;2022-12-19 11:12:15 UTC;Compra Crédito;-6135
7436;356;2014-07-26 01:41:10 UTC;Compra Débito;-6134
53067;970;2022-05-23 14:30:58 UTC;Pix - Realizado;-6133
67441;784;2022-12-29 23:59:59.281301 UTC;Transferência entre CC - Débito;-6133
39136;765;2022-12-29 23:59:59.830298 UTC;Compra Débito;-6131
61491;578;2022-12-30 00:00:00.31086 UTC;Compra Crédito;-6131
28304;152;2021-04-03 10:33:58 UTC;Compra Crédito;-6131
54455;728;2022-12-29 23:59:59.38671 UTC;Compra Crédito;-6131
31049;514;2022-12-29 23:59:59.251758 UTC;Pix - Realizado;-6131
39138;327;2022-12-29 23:59:51 UTC;Pix - Realizado;-6131
27239;135;2017-05-02 14:49:24 UTC;Compra Débito;-6129
67474;173;2022-12-29 23:59:59.525704 UTC;Compra Débito;-6129
59291;972;2022-02-25 05:52:43 UTC;Compra Débito;-6129
56285;653;2022-12-29 23:59:59.886539 UTC;Compra Crédito;-6129
41943;738;2022-12-29 23:49:08 UTC;Pix - Realizado;-6129
24302;32;2018-05-17 19:25:07 UTC;Compra Débito;-6128
56400;70;2022-12-30 00:00:00.136319 UTC;Compra Crédito;-6128
41137;636;2019-07-16 13:56:31 UTC;Compra Crédito;-6128
15278;26;2012-11-02 19:23:52 UTC;Compra Débito;-6127
17310;681;2019-05-07 20:56:26 UTC;Compra Débito;-6127
32106;589;2019-12-22 21:08:08 UTC;Compra Crédito;-6127
49937;60;2021-08-23 00:13:56 UTC;Pix - Realizado;-6127
1807;547;2013-04-12 14:07:00 UTC;Compra Débito;-6126
59401;297;2020-02-21 05:12:06 UTC;Compra Débito;-6126
38203;823;2022-12-29 23:59:59.247362 UTC;Compra Débito;-6126
71402;420;2017-05-18 06:02:37 UTC;Compra Débito;-6126
66389;320;2022-12-29 23:33:35 UTC;Compra Crédito;-6126
65478;859;2022-12-30 00:00:00.079507 UTC;Compra Crédito;-6126
37541;696;2022-12-29 23:59:59 UTC;Compra Crédito;-6126
7930;65;2020-01-18 18:27:41 UTC;Compra Débito;-6125
39598;525;2016-06-02 18:48:39 UTC;Compra Crédito;-6125
26893;370;2022-12-29 22:03:25 UTC;Compra Crédito;-6125
48406;402;2022-12-30 00:00:00.39241 UTC;Compra Crédito;-6125
62315;891;2018-08-03 23:36:10 UTC;Compra Débito;-6124
66380;723;2019-08-17 03:45:19 UTC;Compra Débito;-6124
4059;473;2016-05-04 11:22:26 UTC;Compra Débito;-6123
55041;313;2022-12-29 23:59:59.132717 UTC;Pix - Realizado;-6123
39497;391;2021-02-25 03:42:32 UTC;Pix - Realizado;-6123
62635;198;2022-11-20 12:29:10 UTC;Compra Débito;-6122
19322;453;2022-03-23 00:26:08 UTC;Compra Crédito;-6122
48325;238;2022-12-29 23:59:58 UTC;Compra Crédito;-6122
56825;497;2022-12-29 23:59:59.528265 UTC;Pix - Realizado;-6122
59493;559;2022-12-27 21:01:30 UTC;Compra Débito;-6121
21812;184;2021-11-05 07:11:32 UTC;Compra Débito;-6121
29916;543;2019-05-02 19:50:51 UTC;Compra Crédito;-6121
47728;899;2022-12-29 23:59:59.427158 UTC;Compra Crédito;-6121
53071;664;2022-12-30 00:00:00.796376 UTC;Pix - Realizado;-6121
63494;414;2020-11-01 22:11:17 UTC;Compra Débito;-6119
58245;287;2022-12-29 23:59:59.647653 UTC;Compra Crédito;-6119
35355;234;2022-11-27 01:43:15 UTC;Compra Crédito;-6119
40609;632;2021-12-10 05:13:45 UTC;Pix - Realizado;-6119
21039;886;2015-07-01 23:54:44 UTC;Compra Débito;-6118
57872;141;2014-05-23 15:30:16 UTC;Compra Débito;-6118
58305;18;2022-12-30 00:00:00.772822 UTC;Compra Crédito;-6118
2864;927;2011-08-26 10:53:44 UTC;Compra Crédito;-6118
70287;91;2022-12-29 23:57:43 UTC;Pix - Realizado;-6118
67493;624;2022-04-02 13:40:18 UTC;Compra Débito;-6117
54997;240;2022-12-29 23:59:59.773386 UTC;Compra Crédito;-6117
12841;508;2019-09-13 08:14:31 UTC;Compra Crédito;-6117
61684;931;2022-12-30 00:00:00.88063 UTC;Pix - Realizado;-6117
71055;947;2022-12-30 00:00:00.576983 UTC;Pix - Realizado;-6117
50508;809;2022-11-02 07:57:46 UTC;Compra Crédito;-6116
27049;158;2019-06-21 17:51:23 UTC;Compra Crédito;-6116
26612;736;2022-09-30 21:50:35 UTC;Compra Débito;-6115
12536;785;2021-04-15 16:48:51 UTC;Compra Crédito;-6115
14944;292;2015-11-09 14:36:36 UTC;Compra Crédito;-6114
37509;770;2022-12-29 23:59:59.394467 UTC;Compra Débito;-6113
9757;265;2019-10-22 05:30:26 UTC;Compra Crédito;-6113
21850;53;2013-11-02 12:58:14 UTC;Compra Crédito;-6113
3782;216;2020-04-11 11:47:45 UTC;Compra Débito;-6112
6536;562;2022-01-21 07:59:16 UTC;Compra Crédito;-6112
1013;842;2022-01-07 18:20:27 UTC;Compra Crédito;-6112
44878;209;2022-12-29 23:04:00 UTC;Compra Crédito;-6112
36932;54;2022-12-29 23:59:55 UTC;Compra Débito;-6111
46488;334;2022-12-30 00:00:00 UTC;Compra Débito;-6111
36074;816;2020-06-26 23:01:17 UTC;Compra Crédito;-6111
55296;892;2018-10-18 17:17:06 UTC;Compra Crédito;-6111
61676;955;2022-05-06 18:13:08 UTC;Compra Crédito;-6111
69411;308;2022-12-30 00:00:00.424326 UTC;Compra Débito;-6109
71219;517;2022-12-29 23:59:59.882931 UTC;Compra Crédito;-6109
59231;16;2022-12-29 09:34:20 UTC;Compra Crédito;-6109
14972;357;2021-12-06 13:31:18 UTC;Compra Crédito;-6109
9201;777;2022-11-05 14:09:56 UTC;Compra Débito;-6108
41968;909;2019-09-05 03:52:49 UTC;Compra Débito;-6108
47890;634;2022-12-29 20:19:02 UTC;Compra Crédito;-6108
61467;169;2019-11-13 15:53:45 UTC;Compra Crédito;-6108
7184;760;2014-01-07 14:54:46 UTC;Compra Débito;-6106
38872;775;2019-10-25 07:00:18 UTC;Compra Crédito;-6106
27006;893;2022-12-22 18:11:59 UTC;Compra Crédito;-6106
55844;575;2021-12-21 17:42:09 UTC;Pix - Realizado;-6106
20913;114;2022-12-29 23:59:26 UTC;Compra Débito;-6105
68552;124;2022-12-30 00:00:00.23965 UTC;Compra Débito;-6105
48788;214;2022-12-29 23:59:59.368987 UTC;Compra Crédito;-6105
14996;838;2014-11-04 06:09:56 UTC;Compra Débito;-6104
16901;772;2018-05-23 11:13:04 UTC;Compra Crédito;-6104
1770;597;2020-06-14 01:12:04 UTC;Compra Crédito;-6104
69196;742;2022-11-29 20:53:20 UTC;Compra Crédito;-6104
15100;632;2021-04-06 12:34:19 UTC;Pix - Realizado;-6104
3212;383;2017-07-05 03:00:15 UTC;Compra Débito;-6103
64738;636;2020-04-02 05:02:02 UTC;Compra Crédito;-6103
6930;596;2022-12-14 23:21:36 UTC;Pix - Realizado;-6103
26805;705;2018-11-03 05:04:04 UTC;Compra Débito;-6102
62874;835;2022-12-29 23:52:42 UTC;Compra Crédito;-6102
50987;374;2020-03-27 19:09:39 UTC;Compra Crédito;-6102
67213;252;2021-04-05 13:38:57 UTC;Pix - Realizado;-6102
55571;846;2022-12-02 16:44:09 UTC;Pix - Realizado;-6101
62908;739;2022-12-29 23:59:57 UTC;Pix - Realizado;-6101
40647;145;2014-10-15 00:17:03 UTC;Compra Crédito;-6099
27452;982;2022-12-29 23:53:50 UTC;Compra Crédito;-6099
47750;130;2022-11-05 06:39:21 UTC;Compra Débito;-6098
5354;579;2018-11-25 08:57:35 UTC;Compra Crédito;-6098
41720;292;2022-04-14 04:52:34 UTC;Pix - Realizado;-6098
70205;927;2013-02-05 09:27:57 UTC;Compra Débito;-6097
49840;527;2020-11-27 19:31:18 UTC;Compra Crédito;-6097
49511;827;2022-12-30 00:00:00.117528 UTC;Pix - Realizado;-6097
71746;675;2022-12-30 00:00:00.544625 UTC;Pix - Realizado;-6097
26527;232;2017-09-15 20:15:53 UTC;Compra Débito;-6096
60218;551;2022-09-17 17:13:12 UTC;Compra Crédito;-6096
41354;141;2014-02-19 06:34:01 UTC;Compra Crédito;-6096
58168;171;2022-12-30 00:00:00.988127 UTC;Compra Crédito;-6096
66181;964;2022-12-29 23:59:59.236899 UTC;Compra Crédito;-6096
61359;604;2022-12-29 23:59:59.626851 UTC;Pix - Realizado;-6096
12756;428;2022-12-23 11:05:33 UTC;Compra Débito;-6095
64557;723;2019-05-10 09:50:00 UTC;Compra Débito;-6095
70700;338;2022-12-30 00:00:00.031965 UTC;Compra Crédito;-6095
62178;528;2018-04-24 09:49:08 UTC;Compra Débito;-6094
35273;826;2018-06-22 18:08:42 UTC;Compra Débito;-6094
65614;439;2022-12-29 23:59:59.111743 UTC;Compra Débito;-6094
7258;895;2022-11-01 15:57:53 UTC;Compra Crédito;-6094
49895;936;2020-11-20 18:46:23 UTC;Compra Crédito;-6094
48520;818;2022-09-29 03:51:57 UTC;Pix - Realizado;-6094
36883;868;2022-12-30 00:00:00.253804 UTC;Compra Débito;-6093
49313;316;2022-12-29 14:46:35 UTC;Pix - Realizado;-6093
35766;386;2019-05-08 01:56:07 UTC;Compra Débito;-6092
33787;488;2022-12-30 00:00:00.958905 UTC;Compra Débito;-6092
51493;917;2022-12-29 23:59:35 UTC;Compra Crédito;-6092
60635;668;2022-12-30 00:00:00.994756 UTC;Pix - Realizado;-6092
70881;428;2022-12-29 23:59:59.207752 UTC;Pix - Realizado;-6092
25550;429;2022-11-03 20:13:44 UTC;Pix - Realizado;-6092
33088;277;2016-09-28 05:00:54 UTC;Compra Crédito;-6089
47674;621;2021-06-13 19:55:03 UTC;Pix - Realizado;-6089
17170;668;2022-12-27 02:53:03 UTC;Pix - Realizado;-6089
60621;501;2022-12-30 00:00:00.150365 UTC;Compra Crédito;-6088
3415;639;2020-05-24 06:46:11 UTC;Compra Débito;-6087
33698;75;2019-05-27 01:30:40 UTC;Compra Crédito;-6087
17824;605;2022-12-29 19:41:07 UTC;Compra Crédito;-6087
53176;997;2022-12-29 23:59:59 UTC;Compra Crédito;-6087
36923;864;2020-06-30 12:14:05 UTC;Compra Crédito;-6086
44473;687;2022-12-29 23:59:59.43804 UTC;Compra Crédito;-6086
34383;703;2018-07-12 18:15:36 UTC;Compra Crédito;-6086
42558;798;2017-08-03 07:57:33 UTC;Compra Débito;-6085
41985;249;2019-11-27 17:04:29 UTC;Compra Débito;-6085
49696;218;2021-08-18 23:43:49 UTC;Compra Crédito;-6085
60450;916;2022-12-30 00:00:00.729587 UTC;Pix - Realizado;-6085
44211;702;2021-02-09 14:06:53 UTC;Pix - Realizado;-6085
49479;713;2022-12-29 08:17:39 UTC;Pix - Realizado;-6085
46447;366;2022-12-29 23:59:53 UTC;Compra Débito;-6084
42137;648;2022-12-30 00:00:00.232087 UTC;Compra Crédito;-6084
41932;446;2017-03-01 16:47:55 UTC;Compra Crédito;-6084
20517;609;2018-02-26 12:58:41 UTC;Compra Débito;-6083
29889;162;2015-01-16 04:42:13 UTC;Compra Débito;-6083
6356;461;2021-06-07 10:11:57 UTC;Compra Débito;-6083
40077;115;2014-11-30 05:55:27 UTC;Compra Crédito;-6083
40672;675;2022-12-30 00:00:00.687219 UTC;Compra Crédito;-6083
56608;467;2022-12-29 23:59:53 UTC;Compra Crédito;-6083
10794;93;2022-07-06 03:37:31 UTC;Pix - Realizado;-6083
56044;489;2022-12-29 23:58:04 UTC;Compra Débito;-6082
5768;561;2019-03-10 10:28:29 UTC;Compra Crédito;-6082
20243;900;2022-11-17 19:23:48 UTC;Compra Crédito;-6082
20201;550;2022-07-06 05:27:52 UTC;Compra Débito;-6081
66205;558;2022-12-29 23:59:16 UTC;Compra Crédito;-6081
41778;396;2022-12-29 23:58:49 UTC;Pix - Realizado;-6081
50264;832;2016-03-28 09:01:45 UTC;Compra Débito;-6079
50316;455;2019-08-19 23:56:45 UTC;Compra Débito;-6079
32632;874;2022-12-29 18:16:57 UTC;Compra Crédito;-6079
5521;670;2022-12-29 23:53:40 UTC;Compra Crédito;-6079
21858;416;2023-01-01 20:22:28.735857 UTC;Compra Crédito;-6079
14656;442;2023-01-15 15:57:23.26147 UTC;Compra Crédito;-6079
26645;710;2021-12-25 06:02:30 UTC;Compra Crédito;-6079
43045;488;2022-12-30 00:00:00.740941 UTC;Compra Crédito;-6079
42199;84;2022-12-08 19:28:17 UTC;Compra Crédito;-6078
1793;629;2018-06-27 03:57:03 UTC;Compra Crédito;-6078
51158;720;2022-12-29 23:59:59.588536 UTC;Compra Crédito;-6078
37678;18;2022-12-29 23:58:56 UTC;Pix - Realizado;-6078
63097;501;2022-12-30 00:00:00.698254 UTC;Pagamento de boleto;-6078
41419;757;2022-12-29 23:54:42 UTC;Compra Débito;-6077
44522;950;2021-08-12 23:45:15 UTC;Compra Crédito;-6077
1162;33;2016-12-08 06:13:30 UTC;Compra Débito;-6076
3275;346;2019-06-13 12:34:30 UTC;Compra Débito;-6076
2668;813;2020-09-25 21:11:51 UTC;Compra Crédito;-6076
1738;81;2021-04-16 02:25:41 UTC;Compra Crédito;-6076
2650;558;2021-10-04 00:29:10 UTC;Pix - Realizado;-6076
4008;102;2015-04-03 03:23:56 UTC;Compra Débito;-6075
71998;522;2021-01-25 19:40:47 UTC;Pix - Realizado;-6075
23751;876;2022-01-29 10:32:09 UTC;Compra Débito;-6074
64646;272;2022-12-29 23:59:59.594568 UTC;Pix - Realizado;-6074
39501;186;2022-12-30 00:00:00 UTC;Compra Crédito;-6073
70980;959;2022-12-29 23:59:59.628042 UTC;Pix - Realizado;-6073
57991;714;2020-04-20 08:09:26 UTC;Compra Débito;-6072
29803;549;2020-06-10 17:51:20 UTC;Compra Crédito;-6072
36936;514;2022-12-29 23:59:59.06725 UTC;Compra Crédito;-6071
50268;633;2017-05-24 16:38:28 UTC;Compra Crédito;-6071
21507;229;2014-05-18 13:21:16 UTC;Compra Crédito;-6071
45025;896;2022-12-08 17:06:11 UTC;Pix - Realizado;-6071
47888;135;2020-06-12 06:31:49 UTC;Compra Débito;-6069
69896;244;2022-11-18 05:32:06 UTC;Compra Débito;-6069
18492;759;2022-10-02 22:10:10 UTC;Compra Débito;-6069
10740;514;2022-12-17 00:23:56 UTC;Pix - Realizado;-6069
46211;388;2021-07-17 02:23:54 UTC;Pix - Realizado;-6069
58699;876;2022-12-29 23:59:59.922929 UTC;Compra Débito;-6068
66007;278;2022-12-29 23:59:59.158934 UTC;Compra Crédito;-6068
27286;826;2018-06-11 17:39:11 UTC;Compra Crédito;-6068
40436;655;2017-09-19 19:52:37 UTC;Compra Crédito;-6068
42337;956;2022-12-29 19:23:59 UTC;Compra Crédito;-6068
6300;436;2020-06-22 04:32:02 UTC;Compra Débito;-6067
44433;264;2022-11-24 20:02:30 UTC;Compra Débito;-6066
21899;114;2022-12-29 23:59:56 UTC;Compra Débito;-6066
57637;580;2022-12-29 14:53:06 UTC;Compra Crédito;-6065
40615;271;2022-07-29 22:05:50 UTC;Compra Débito;-6064
39718;55;2022-07-12 21:59:45 UTC;Compra Débito;-6064
45989;143;2022-12-29 23:59:05 UTC;Pix - Realizado;-6064
63535;719;2019-07-22 23:58:13 UTC;Compra Débito;-6063
10090;710;2019-09-15 06:29:43 UTC;Compra Crédito;-6063
58789;276;2022-12-29 23:19:56 UTC;Compra Débito;-6062
19856;25;2022-12-29 22:35:36 UTC;Compra Débito;-6062
60172;938;2022-12-29 23:59:58 UTC;Compra Débito;-6062
5749;840;2013-04-02 18:52:35 UTC;Compra Crédito;-6062
65233;348;2021-09-22 22:36:40 UTC;Compra Crédito;-6062
58790;870;2022-08-07 07:06:50 UTC;Compra Crédito;-6062
53584;708;2022-09-03 19:00:20 UTC;Compra Crédito;-6062
68572;507;2021-09-14 22:21:37 UTC;Compra Crédito;-6062
32045;199;2019-06-19 07:15:17 UTC;Compra Crédito;-6061
8397;33;2017-01-18 08:37:53 UTC;Compra Débito;-6059
52815;724;2020-11-07 10:05:22 UTC;Compra Crédito;-6059
8361;105;2019-07-28 05:35:53 UTC;Compra Débito;-6058
67945;483;2022-12-30 00:00:00.322489 UTC;Compra Débito;-6058
51078;927;2012-10-20 23:42:59 UTC;Compra Crédito;-6058
15750;463;2018-07-29 05:55:24 UTC;Compra Crédito;-6058
29433;157;2020-07-09 02:29:12 UTC;Compra Crédito;-6057
34562;635;2022-12-29 23:59:58 UTC;Pix - Realizado;-6057
15630;295;2018-04-12 02:19:06 UTC;Compra Crédito;-6056
47283;635;2022-12-30 00:00:00.181666 UTC;Compra Crédito;-6056
62500;854;2022-12-29 23:59:59.006596 UTC;Compra Débito;-6055
50564;404;2022-12-30 00:00:00.703171 UTC;Compra Débito;-6055
28097;182;2021-07-12 22:01:13 UTC;Compra Débito;-6055
64659;455;2019-09-17 08:49:26 UTC;Compra Crédito;-6055
52354;480;2021-12-17 02:39:11 UTC;Compra Crédito;-6055
66504;469;2022-12-29 23:59:59.718656 UTC;Pix - Realizado;-6055
34199;40;2022-08-29 19:39:01 UTC;Compra Débito;-6054
1024;846;2013-10-14 17:02:46 UTC;Compra Crédito;-6054
51763;248;2022-03-10 14:38:18 UTC;Compra Crédito;-6054
52399;804;2015-09-22 23:38:13 UTC;Compra Crédito;-6053
49870;768;2022-12-07 10:41:15 UTC;Pix - Realizado;-6053
15777;315;2022-12-29 23:59:59.609757 UTC;Compra Débito;-6052
69505;555;2019-02-18 22:53:10 UTC;Compra Crédito;-6052
2899;354;2020-03-05 12:46:52 UTC;Compra Crédito;-6051
22506;552;2022-12-16 14:20:45 UTC;Pix - Realizado;-6051
55755;367;2021-08-26 00:05:52 UTC;Compra Débito;-6049
16861;438;2019-09-24 04:41:41 UTC;Compra Débito;-6049
7096;710;2019-08-12 10:52:08 UTC;Compra Débito;-6049
25355;131;2022-12-29 23:46:56 UTC;Compra Crédito;-6049
67576;899;2022-12-29 23:59:59.816442 UTC;Compra Crédito;-6049
56855;644;2022-12-30 00:00:00.556388 UTC;Compra Crédito;-6049
16194;907;2022-10-11 02:14:15 UTC;Compra Crédito;-6049
66536;388;2022-11-19 06:51:43 UTC;Pix - Realizado;-6049
3745;297;2018-09-09 07:49:09 UTC;Compra Débito;-6048
21815;850;2016-03-19 20:22:39 UTC;Compra Débito;-6048
55903;169;2019-10-26 11:18:10 UTC;Compra Débito;-6048
48926;7;2022-12-30 00:00:00.585575 UTC;Compra Crédito;-6048
42932;971;2022-06-17 16:31:24 UTC;Compra Crédito;-6048
7449;987;2014-10-04 13:43:13 UTC;Compra Crédito;-6048
37115;657;2022-12-29 23:59:58 UTC;Compra Débito;-6047
14264;521;2022-11-30 09:16:24 UTC;Compra Crédito;-6047
36307;584;2015-06-28 13:02:12 UTC;Compra Crédito;-6047
13285;491;2020-10-25 09:29:52 UTC;Compra Crédito;-6046
47175;459;2021-02-14 14:13:28 UTC;Pix - Realizado;-6046
2985;657;2020-03-21 04:10:51 UTC;Compra Débito;-6045
48113;858;2019-12-09 12:09:33 UTC;Compra Crédito;-6045
14435;881;2022-02-04 19:31:53 UTC;Compra Crédito;-6045
5971;936;2018-09-12 03:02:28 UTC;Compra Crédito;-6045
22649;480;2014-04-24 11:59:27 UTC;Compra Crédito;-6045
38489;195;2012-03-28 17:49:05 UTC;Compra Débito;-6044
55624;832;2016-06-27 04:37:35 UTC;Compra Crédito;-6044
6422;912;2020-10-11 02:37:21 UTC;Compra Débito;-6043
31188;520;2021-12-15 20:29:14 UTC;Compra Crédito;-6043
4703;306;2012-07-03 06:52:48 UTC;Compra Crédito;-6043
57377;847;2021-12-06 04:05:32 UTC;Compra Crédito;-6043
53747;556;2022-12-29 19:32:07 UTC;Pix - Realizado;-6043
55601;664;2022-12-30 00:00:00.601393 UTC;Pix - Realizado;-6042
37018;91;2021-12-16 10:05:12 UTC;Pagamento de boleto;-6042
56771;500;2018-02-28 19:40:35 UTC;Compra Débito;-6041
69233;369;2022-12-30 00:00:00.259421 UTC;Compra Crédito;-6041
24265;889;2022-12-29 23:59:50 UTC;Compra Crédito;-6041
29220;992;2021-09-02 21:47:04 UTC;Compra Crédito;-6041
70331;762;2022-12-29 23:59:59.969164 UTC;Compra Crédito;-6041
30499;489;2022-06-26 00:30:40 UTC;Compra Débito;-6039
48019;112;2022-12-29 23:59:58 UTC;Compra Crédito;-6039
65338;906;2022-12-29 23:59:59.443265 UTC;Compra Crédito;-6039
19742;366;2021-02-25 21:22:26 UTC;Pix - Realizado;-6039
22371;867;2017-04-01 21:24:23 UTC;Compra Débito;-6038
43564;213;2022-12-30 00:00:00.428642 UTC;Compra Crédito;-6038
20688;972;2010-10-15 01:14:48 UTC;Compra Débito;-6037
18222;555;2013-09-17 15:00:06 UTC;Compra Crédito;-6037
34539;604;2022-12-29 23:59:59.040434 UTC;Compra Crédito;-6037
58520;281;2022-12-30 00:00:00.799277 UTC;Compra Crédito;-6035
44731;895;2022-12-30 00:00:00.59259 UTC;Compra Crédito;-6035
9691;385;2018-12-26 23:27:50 UTC;Compra Crédito;-6035
57688;41;2022-12-30 00:00:00.493014 UTC;Pix - Realizado;-6035
18537;128;2021-03-27 19:41:28 UTC;Pix - Realizado;-6035
29763;781;2015-12-02 23:55:44 UTC;Compra Débito;-6034
21732;908;2022-11-14 16:11:57 UTC;Compra Crédito;-6034
11894;911;2013-03-22 05:09:32 UTC;Compra Crédito;-6034
21446;413;2020-12-25 20:21:48 UTC;Compra Crédito;-6034
24780;525;2016-02-20 14:21:36 UTC;Compra Crédito;-6033
53820;892;2018-09-25 18:59:12 UTC;Compra Crédito;-6033
64840;950;2022-06-04 11:33:59 UTC;Compra Crédito;-6032
